Item_Weight,Item_Visibility,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Years,Supermarket Type1,Supermarket Type2,Supermarket Type3,Regular,Food,Non-Consumable,OUT013,OUT017,OUT018,OUT019,OUT027,OUT035,OUT045,OUT046,OUT049,Item_Outlet_Sales
6.465,0.057850699000000005,263.1884,2,3,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2914.8724
18.25,0.015309885,197.6084,2,2,11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2380.9008
12.792854228644991,0.106538757,222.3772,2,3,28,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1556.6404
12.792854228644991,0.061999648,230.00099999999998,1,1,28,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,689.1030000000001
10.195,0.051618280999999995,31.9558,3,3,26,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,373.5138
15.1,0.076505799,91.583,2,2,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,539.298
13.65,0.013091186000000001,114.8834,2,3,4,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1612.5676
12.792854228644991,0.022074764,141.418,1,1,28,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,559.2719999999999
12.792854228644991,0.079146113,181.46599999999998,1,1,28,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,179.766
5.985,0.096337184,125.2678,2,2,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,763.0068
9.5,0.142425145,189.9872,2,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756.3488
11.15,0.057850699000000005,44.7744,2,2,11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,181.0976
12.792854228644991,0.041663111,188.6214,2,3,28,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,6029.4848
18.0,0.019386234,126.8994,1,1,16,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3083.9856
12.792854228644991,0.135226962,56.293,1,1,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,113.186
16.2,0.057850699000000005,73.4696,3,3,26,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2087.9488
13.15,0.036729122,179.7976,2,1,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2535.3664
20.6,0.045380404000000006,148.4392,3,3,26,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1789.6704
11.395,0.06958717099999999,234.6616,1,1,16,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,4687.232
6.78,0.08573655,229.5694,3,3,26,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3425.5409999999997
8.84,0.076681143,110.7228,2,1,14,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1657.842
16.7,0.10205577699999999,184.0292,1,1,16,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3101.2964
13.3,0.071856726,63.2536,2,2,6,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1347.5792
12.6,0.063054947,102.399,2,2,6,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2270.3779999999997
7.6,0.14238384699999998,172.3448,1,2,9,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2556.672
12.6,0.03150851,170.5764,3,3,26,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3779.0808
6.67,0.123620492,90.0514,2,1,14,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1505.3738
10.695,0.06375108,36.7848,1,2,9,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,782.9808
12.792854228644991,0.04461205,241.1538,1,1,28,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,480.7076
16.6,0.12220437099999999,173.5738,1,2,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1911.5118
10.0,0.037764307000000004,127.2994,1,1,16,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,642.497
19.1,0.09243771099999999,185.2608,2,2,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1470.0864
17.6,0.137807013,161.792,2,3,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,159.792
19.5,0.07729230200000001,235.3958,2,1,14,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6309.7866
10.1,0.045763062,38.4848,2,1,14,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,633.8416
8.6,0.090558833,112.6176,2,3,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,3091.9752
19.7,0.041703666,109.1912,3,3,26,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1637.868
15.35,0.014098693,37.219,2,2,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,805.618
5.26,0.042008667,162.6868,2,2,6,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3767.0964
9.8,0.10693374800000001,175.33700000000002,2,2,11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,529.311
16.5,0.012663476000000002,39.3506,2,2,11,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,645.1602
10.5,0.041387618,40.1164,1,2,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,849.5608
13.1,0.012148836000000001,191.35299999999998,2,3,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1328.271
12.792854228644991,0.005935001,98.8358,2,3,28,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,2010.7160000000001
9.3,0.014047825,196.5084,2,2,11,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4364.9848
14.3,0.026375082,79.6302,2,2,11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,792.302
12.792854228644991,0.057850699000000005,55.7298,2,3,28,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2804.3496
10.8,0.052174319000000004,240.3564,2,2,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4290.4152
12.792854228644991,0.057850699000000005,38.1848,1,1,28,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,37.2848
12.85,0.13778685599999999,157.763,2,3,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2659.8709999999996
6.78,0.06660848700000001,184.62400000000002,1,2,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5406.295999999999
9.195,0.064002068,85.5566,1,2,9,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,930.1226
7.905,0.06406438,229.2694,1,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1826.9552
17.6,0.049345425,115.4176,2,2,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1145.1760000000002
15.7,0.11521312,112.0202,2,2,6,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3150.5656
12.792854228644991,0.057850699000000005,83.7566,1,1,28,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,253.6698
19.2,0.099991245,112.7886,3,3,26,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1779.0176
7.405,0.015334003,92.7146,2,3,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1185.7898
19.5,0.129170642,233.9958,2,3,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,467.3916
9.195,0.051908824000000006,78.1644,2,2,6,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1414.1592
11.65,0.13177092199999998,151.1024,2,2,11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1518.024
21.1,0.028984804,146.1786,3,3,26,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3034.0506
8.695,0.120211747,93.2094,2,2,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,666.4658
7.27,0.02076385,89.0488,3,3,26,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,181.0976
8.85,0.016006626,105.6964,3,3,26,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,210.3928
18.6,0.015766712,152.9366,1,2,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1662.5026
12.792854228644991,0.024536198999999998,144.6102,2,3,28,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,3791.0652
9.1,0.008046878,78.7618,2,1,14,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,402.809
7.975,0.014653896000000001,82.425,2,1,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,749.025
10.0,0.073794811,121.444,2,2,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2516.724
6.865,0.056830682,214.0218,1,1,16,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5556.7668
16.7,0.054618573,65.5168,1,2,9,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1022.6688
7.285,0.052141447,174.9054,2,3,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,525.3162
8.43,0.017360867,196.2768,2,2,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1576.6144
20.2,0.196438668,194.611,2,3,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,392.82199999999995
8.75,0.074743226,187.6556,2,1,14,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,5257.1568
12.792854228644991,0.127792701,111.1886,2,3,28,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4447.544
12.792854228644991,0.024358634,190.4214,2,3,28,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,5652.642
9.695,0.070431235,177.5344,1,2,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3033.3848
7.75,0.08293069900000001,35.2558,1,1,16,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,780.9834
19.75,0.041330512,115.8466,3,3,26,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2474.7786
9.8,0.235354055,50.8008,2,3,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,101.2016
11.8,0.057746382,152.4366,2,2,6,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3929.5516
9.8,0.045337184,36.8874,2,1,14,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,564.5984
7.42,0.020374875,248.0092,3,3,26,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1245.046
20.75,0.035568147,151.8024,2,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.8024
12.6,0.062797771,103.999,2,1,14,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,825.592
19.75,0.018096488,179.56599999999997,2,3,4,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,2696.49
10.895,0.009613854,122.973,3,3,26,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1231.73
16.6,0.026645307000000003,53.5614,2,3,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,939.4438
6.765,0.08775368199999999,105.3306,2,2,6,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2090.612
13.1,0.037657459,175.8054,2,2,11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2801.6864
12.792854228644991,0.041091215,89.5514,2,3,28,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,3364.9532
6.155,0.095195306,213.956,2,2,6,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2343.616
10.65,0.048686689000000005,164.1526,1,1,16,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1808.9786
12.792854228644991,0.11709121300000001,197.9084,1,1,28,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,992.0419999999999
20.25,0.022940826,241.8538,1,1,16,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,5768.4912
20.5,0.119339241,106.0596,1,2,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,970.7364
11.8,0.014075333999999998,176.8344,3,3,26,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3568.688
15.0,0.046336634,120.0414,3,3,26,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3533.4006
13.15,0.036641589,180.7976,3,3,26,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6157.3184
15.5,0.101176316,198.9768,2,3,4,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,4729.8432
12.792854228644991,0.035737372999999996,260.6278,2,3,28,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,9371.8008
11.6,0.079376029,81.7276,2,2,6,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1949.4624
14.35,0.091054989,231.8984,2,1,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4633.968
13.15,0.043852434,182.695,2,2,11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4211.185
10.895,0.009620041999999999,121.67299999999999,1,2,9,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1970.7679999999998
10.1,0.054939848,199.5084,2,2,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3372.9428
18.7,0.014675573999999999,50.8324,2,2,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,934.7832
12.15,0.14526636,224.0404,2,1,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3375.6059999999998
10.195,0.14666293800000002,138.6838,1,1,16,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2388.2246
8.575,0.07178670599999999,193.3794,3,3,26,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,780.3176
16.5,0.133424184,102.2332,2,3,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,102.5332
9.065,0.11579959199999999,95.3094,2,3,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1713.7692
16.6,0.027579198,178.7344,1,1,16,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1605.9096
11.6,0.241055611,238.5222,2,3,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,717.0666
19.5,0.014332438999999999,57.1614,2,3,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1381.535
16.6,0.027133398,106.2596,2,3,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,215.7192
11.85,0.132876847,98.0726,2,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1076.5986
12.85,0.03315162,170.6422,3,3,26,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2931.5174
9.0,0.019536981000000002,170.0474,2,1,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4211.185
5.655,0.085258864,165.85,1,2,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1830.95
8.93,0.013179388,55.1614,1,1,16,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,939.4438
15.2,0.033592687,108.1912,1,2,9,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1856.2504
7.655,0.05346916,114.1492,2,3,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,115.8492
12.792854228644991,0.126831854,209.02700000000002,2,3,28,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4613.994000000001
15.5,0.103603094,143.547,2,1,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1431.47
18.7,0.10484088400000001,122.1072,2,1,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,490.0288
9.5,0.042056944000000006,31.89,2,3,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,366.19
13.65,0.040049609,34.4558,2,2,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,611.2044
19.5,0.03075661,86.25399999999999,2,2,11,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2163.85
8.71,0.057850699000000005,46.5376,3,3,26,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,575.2512
12.792854228644991,0.03941584,247.8092,1,1,28,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,498.0184
19.6,0.024363938999999998,46.3718,2,2,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,661.8052
12.792854228644991,0.131443921,189.1872,2,3,28,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,5294.4416
11.8,0.05872513099999999,82.3618,1,2,9,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1208.427
6.715,0.122274118,40.3454,2,2,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,838.908
19.1,0.067239404,39.6796,3,3,26,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,660.4736
20.7,0.021464453999999997,156.6288,2,1,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3928.22
10.195,0.112681821,113.986,2,3,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,452.744
20.2,0.039469737000000005,155.16299999999998,2,2,6,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,782.315
10.8,0.061101382999999995,151.9024,1,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2580.6408
19.75,0.014359584,100.8332,2,3,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1537.9979999999998
19.35,0.016637301,120.9098,2,1,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1687.1372
7.405,0.159843921,206.6296,2,3,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,3115.9440000000004
15.25,0.061308889000000005,128.8968,2,2,11,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2348.9424
12.792854228644991,0.055566935,263.591,1,1,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,262.991
8.895,0.026397141000000002,207.8954,2,2,11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3542.7218
18.75,0.034307348,215.2218,1,1,16,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4701.8796
20.1,0.07462720099999999,110.3228,1,1,16,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1768.3648
12.35,0.041973712,35.7216,2,2,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,519.3240000000001
16.85,0.080015028,111.8544,2,3,4,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1677.816
18.25,0.10084386,166.3526,2,3,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,164.4526
17.0,0.055519560999999995,219.8114,2,1,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1108.557
12.792854228644991,0.012203915,133.2284,2,3,28,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,4350.3372
14.3,0.130946374,76.7328,2,3,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1312.9576
17.6,0.041381156,35.019,1,1,16,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,659.1419999999999
12.792854228644991,0.04586701,37.9506,2,3,28,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,910.8144
20.25,0.036474041,218.3482,2,3,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2409.5302
18.0,0.039231652,145.1418,2,2,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2648.5524
16.35,0.013393536999999999,106.02799999999999,2,2,11,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1065.28
14.0,0.031444357,53.763999999999996,2,2,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,798.96
5.78,0.014555066,145.2102,1,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3062.0142
21.0,0.082526478,191.8478,2,3,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,774.9912
13.65,0.080765853,262.8936,2,1,14,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,4958.8784
12.3,0.17797002,173.1396,2,3,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,697.7584
12.35,0.03382933,196.9426,2,2,11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2768.3964
11.8,0.11397026,185.1924,2,2,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2591.2936
19.7,0.038729457,127.3362,1,2,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,755.0172
10.1,0.032075379,50.9008,3,3,26,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,354.2056
12.792854228644991,0.196490902,120.544,1,1,28,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,479.376
17.85,0.146305498,94.1436,3,3,26,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1607.2412
20.7,0.026877471,74.6354,3,3,26,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1053.2956
8.89,0.005474515,99.7016,1,1,16,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1922.8304
14.5,0.064048405,153.4682,1,2,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1677.1502
9.0,0.032203667000000005,100.8016,2,2,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1113.2176
13.35,0.017857847,77.5012,2,3,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1518.024
6.675,0.041921462,92.3462,1,1,16,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2406.2012
10.3,0.024875871,173.0422,3,3,26,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2069.3064
12.792854228644991,0.028139761,173.7422,2,3,28,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,3621.2862
17.1,0.073997843,207.0638,3,3,26,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,4969.5312
14.15,0.020798905,123.6046,2,3,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1245.046
10.8,0.052363244,236.5564,2,2,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5243.8408
8.5,0.098283459,51.3324,2,3,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,934.7832
6.215,0.012138795,39.2848,3,3,26,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,521.9872
17.5,0.057850699000000005,253.0356,1,2,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4578.0408
20.7,0.042923652,178.3028,2,2,11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1062.6168
8.975,0.009058845,103.399,1,1,16,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2579.975
20.5,0.032136417,83.9592,2,3,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,165.1184
13.65,0.065898197,46.1402,2,3,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,459.402
13.1,0.075731322,167.5158,2,2,11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1504.0422
4.615,0.101812521,232.23,1,2,9,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5126.66
12.3,0.106327251,172.8396,1,1,16,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2616.594
12.792854228644991,0.080933328,37.519,2,3,28,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,842.237
19.2,0.100055601,112.4886,1,2,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1223.0746
20.1,0.054540159000000005,152.1366,2,1,14,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,755.683
11.5,0.037723476,109.5254,2,3,4,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1953.4572
9.3,0.14897741,143.0786,2,3,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,288.9572
15.2,0.104201019,176.5054,2,3,4,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,2976.7918
12.65,0.076198809,191.3846,2,2,11,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2675.1844
11.1,0.010639596000000001,84.1908,1,2,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,755.0172
12.792854228644991,0.025039776,102.7332,1,1,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,410.1328
12.792854228644991,0.08632670699999999,192.6478,1,1,28,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,387.4956
19.2,0.041220035,131.231,1,2,9,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3635.268
19.75,0.01247354,187.5872,2,2,11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1323.6104
6.135,0.07913221200000001,112.686,2,2,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2942.836
12.5,0.020693809,199.1742,1,2,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4379.6324
7.235,0.10016525,193.9452,2,2,11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2936.178
15.85,0.057302606,53.3956,1,2,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,600.5516
9.895,0.048761045999999995,260.5278,2,2,11,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,8851.1452
20.75,0.057850699000000005,153.0024,1,2,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2428.8384
10.8,0.052149675,239.9564,2,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3813.7024
8.76,0.05013052900000001,128.3336,2,1,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2556.672
16.1,0.024987903,97.34100000000001,2,1,14,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1255.0330000000001
7.1,0.109990885,172.908,1,2,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2769.728
19.35,0.049736267,76.8644,2,2,11,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1571.2879999999998
16.7,0.117026714,189.2214,2,3,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,188.4214
9.5,0.035121963,168.6448,3,3,26,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1022.6688
8.43,0.017311312,197.8768,3,3,26,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3744.4592
14.15,0.008811818,196.511,2,2,11,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2749.7540000000004
5.44,0.025583714,239.1538,2,3,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,480.7076
7.35,0.014353174,242.6512,3,3,26,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,969.4048
12.792854228644991,0.054220618,129.131,2,3,28,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,4933.5779999999995
20.1,0.054410179,151.3366,3,3,26,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2720.4588
12.0,0.033974436000000004,181.8976,1,1,16,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4527.44
21.25,0.009996872,185.5608,1,2,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3123.9336
8.3,0.030212499,98.0384,2,2,11,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2857.6136
10.1,0.027217467999999998,76.067,2,2,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1454.773
14.15,0.038123176,123.5046,2,2,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1992.0736
9.0,0.079506434,78.3644,2,2,11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1728.4168
12.15,0.021811987,163.6184,2,3,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2311.6576
12.792854228644991,0.082150145,192.9504,2,3,28,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,7478.2656
12.792854228644991,0.036012919,148.0734,1,1,28,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,593.8936
20.0,0.028167478,45.5744,2,1,14,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,452.744
6.71,0.029560451,65.8142,1,1,16,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,856.8846
12.792854228644991,0.039631495,31.9558,2,3,28,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,984.7182
7.365,0.04280099,228.372,2,2,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2037.348
7.935,0.017141985,50.035,3,3,26,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,149.805
